ResponseId,LanguageHaveWorkedWith
36983,C++
36984,Bash/Shell (all shells);Go;Ruby;SQL;TypeScript
36985,C;C++;Java;JavaScript;OCaml;Python;SQL
36986,HTML/CSS;JavaScript;TypeScript
36987,Bash/Shell (all shells);HTML/CSS;Java;Lua;Python;SQL;TypeScript
36988,Python;R
36989,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Julia;Lua;Python
36990,Assembly;Bash/Shell (all shells);C;C++;Dart;Go;HTML/CSS;JavaScript;Python
36991,C++;Kotlin;Objective-C;Swift
36992,HTML/CSS;Python;SQL;TypeScript
36993,Bash/Shell (all shells);C#;Go;Groovy;HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript
36994,HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;SQL;TypeScript
36995,Bash/Shell (all shells);Go;Lua;Python
36996,HTML/CSS;JavaScript
36997,C#
36998,Bash/Shell (all shells);C#;Groovy;Java;JavaScript;Kotlin;SQL;TypeScript
36999,Bash/Shell (all shells);C;C++;HTML/CSS;Java;Python;R;SQL
37000,C++;Delphi
37001,HTML/CSS;JavaScript
37002,NA
37003,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python;Rust;SQL
37004,Dart;Python
37005,GDScript;JavaScript;Python;Rust
37006,Bash/Shell (all shells);C;C#;Go;HTML/CSS;JavaScript;Kotlin;Lua;PHP;PowerShell;Python;SQL;TypeScript
37007,Assembly;Bash/Shell (all shells);C;Rust
37008,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python;R;Rust;SQL;VBA
37009,Python
37010,C++;HTML/CSS;Java;JavaScript;Objective-C;Python;Rust;SQL;Swift
37011,C++;Elixir;HTML/CSS;JavaScript;Rust
37012,SQL
37013,C++;HTML/CSS;JavaScript;Lua;PowerShell;Python;Rust;SQL
37014,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL;TypeScript
37015,Go;Python;SQL
37016,Bash/Shell (all shells);C;Erlang;GDScript;Haskell;Lua;R
37017,C;C++
37018,Bash/Shell (all shells);C#;C++;Dart;HTML/CSS;Java;JavaScript;PowerShell;Python;Ruby;SQL;Swift;TypeScript
37019,Java
37020,C;C#;C++;F#;MATLAB;SQL
37021,Assembly;Bash/Shell (all shells);C++;HTML/CSS;Java;Kotlin;PowerShell;Python;Rust
37022,C++;HTML/CSS;JavaScript;R;SQL
37023,Bash/Shell (all shells);C;JavaScript;Python;Rust;SQL;TypeScript
37024,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript
37025,NA
37026,Bash/Shell (all shells);Dart;JavaScript;Python;Rust;SQL
37027,Lua;Python;Rust;SQL
37028,C++
37029,HTML/CSS;JavaScript;Python;Ruby;SQL;Swift
37030,SQL
37031,HTML/CSS;Java;JavaScript;SQL
37032,Bash/Shell (all shells);Python
37033,C#;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript
37034,HTML/CSS;JavaScript;Python;TypeScript
37035,C#;JavaScript;SQL;TypeScript
37036,C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;VBA;Visual Basic (.Net)
37037,Bash/Shell (all shells);Python
37038,HTML/CSS;Ruby;SQL
37039,Java;Kotlin
37040,Bash/Shell (all shells);C#;C++;Java;JavaScript;PowerShell;Python;Ruby;Swift
37041,HTML/CSS;JavaScript;PHP;SQL
37042,C++;Python
37043,Bash/Shell (all shells);Go;HTML/CSS;JavaScript
37044,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript
37045,Go;Haskell;JavaScript;Lua;Python
37046,C#;Go;JavaScript;Ruby;TypeScript
37047,Bash/Shell (all shells);Python;SQL
37048,Assembly;C;C++;Zig
37049,C#
37050,C;C++;JavaScript
37051,SQL
37052,HTML/CSS;JavaScript;Python
37053,Bash/Shell (all shells);C;C++;Elixir;Go;HTML/CSS;Java;JavaScript;Python;Rust;SQL
37054,Assembly;Bash/Shell (all shells);C;HTML/CSS;JavaScript;Python
37055,HTML/CSS;JavaScript;PHP;Python;R;SQL
37056,HTML/CSS;JavaScript;Python;TypeScript
37057,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
37058,JavaScript;PHP
37059,C++;HTML/CSS;JavaScript;Python;Rust
37060,Go;JavaScript;TypeScript
37061,Bash/Shell (all shells);C;C++;JavaScript;Python;Ruby;Rust;SQL;TypeScript
37062,C;C++;JavaScript;Lua;Python;TypeScript
37063,Assembly;C;C#;C++;JavaScript;Lua;Objective-C;Python
37064,C#;HTML/CSS;JavaScript
37065,Apex;SQL
37066,Bash/Shell (all shells);Python;Rust;TypeScript
37067,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;PHP;PowerShell;Ruby;SQL;TypeScript;Zig
37068,C++;Java;Python;Rust;Zig
37069,Bash/Shell (all shells);Groovy;HTML/CSS;JavaScript;PHP;PowerShell;Ruby;Rust;TypeScript
37070,Apex;SQL;Visual Basic (.Net)
37071,C;Python
37072,C++;HTML/CSS;JavaScript;Kotlin;Python;SQL
37073,Assembly;Bash/Shell (all shells);C;C#;C++;GDScript;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lua;Nim;Objective-C;PowerShell;Python;Rust;SQL;Swift;TypeScript;Visual Basic (.Net);Zig
37074,Bash/Shell (all shells);C;C++;Python
37075,JavaScript
37076,HTML/CSS;JavaScript;PHP;Python;SQL
37077,Elixir;Erlang;HTML/CSS;JavaScript;Lua;Ruby;SQL
37078,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;SQL;TypeScript
37079,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL
37080,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript
37081,C;C++;Go;HTML/CSS;JavaScript;Lua;Python;Rust;TypeScript
37082,Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;Kotlin;TypeScript
37083,C;GDScript;Lua;Python
37084,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL
37085,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;Python;Rust;TypeScript
37086,Bash/Shell (all shells);Python;SQL
37087,HTML/CSS;JavaScript;Python;SQL
37088,HTML/CSS;MicroPython;Python;SQL
37089,C#;HTML/CSS;JavaScript;PHP;Ruby;SQL;TypeScript
37090,HTML/CSS;Java;Python
37091,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript
37092,Java;JavaScript
37093,Bash/Shell (all shells);Julia;Lua;Python;Rust;SQL
37094,C;C++;JavaScript;TypeScript
37095,HTML/CSS;JavaScript;PHP
37096,C#;HTML/CSS;Java;JavaScript;PHP;Python
37097,C;C#;HTML/CSS;MATLAB;Objective-C;PHP;Python;SQL
37098,C#;HTML/CSS;JavaScript;SQL;TypeScript
37099,C++;Python
37100,Java;TypeScript
37101,Apex;Delphi;HTML/CSS;JavaScript;PHP;SQL
37102,JavaScript;TypeScript
37103,HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript
37104,Bash/Shell (all shells);C#;F#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Visual Basic (.Net)
37105,Bash/Shell (all shells);PowerShell;Python
37106,PHP;TypeScript
37107,Assembly;HTML/CSS;Java;JavaScript;Python;SQL
37108,C++;Java;Python
37109,Objective-C;Swift
37110,C;Python
37111,HTML/CSS;JavaScript;Python;SQL;TypeScript
37112,Groovy;R
37113,Java;Kotlin;Python;Rust
37114,JavaScript;Ruby;SQL
37115,HTML/CSS;JavaScript;Kotlin;TypeScript
37116,C++;Rust
37117,PHP;PowerShell
37118,C#;HTML/CSS;JavaScript;SQL;VBA;Visual Basic (.Net)
37119,C++;HTML/CSS;Java;JavaScript;Python;SQL
37120,Dart;HTML/CSS;Java;JavaScript;PHP;TypeScript
37121,HTML/CSS;JavaScript;PHP;SQL;VBA
37122,Bash/Shell (all shells);JavaScript;Kotlin;Python;SQL;TypeScript
37123,Apex;C;Java;Python;Swift
37124,Bash/Shell (all shells);C++;HTML/CSS;Java;Kotlin;SQL;Swift;TypeScript
37125,Java;Scala;SQL
37126,Bash/Shell (all shells);C;C#;HTML/CSS;Java;JavaScript;Objective-C;Perl;SQL
37127,Bash/Shell (all shells);Go;Java;JavaScript;Python;Scala;SQL;TypeScript
37128,Bash/Shell (all shells);Python
37129,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript
37130,C++;HTML/CSS;Java;JavaScript;Python;TypeScript
37131,Python
37132,HTML/CSS;JavaScript;TypeScript
37133,Assembly;C;HTML/CSS;Objective-C;Swift;Zig
37134,C#;C++;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;VBA;Visual Basic (.Net)
37135,Assembly;Bash/Shell (all shells);Dart;Go;HTML/CSS;JavaScript;Lua;PHP;Solidity;TypeScript
37136,HTML/CSS;JavaScript;PHP;SQL
37137,Assembly;C++;MATLAB;Python
37138,Bash/Shell (all shells);C;C++;Elixir;Erlang;Go;Lua;Python;Rust;SQL;Zig
37139,Delphi;Lua;Python
37140,C;C++;Cobol;Delphi;SQL
37141,Python
37142,C#;JavaScript;SQL;Visual Basic (.Net)
37143,Bash/Shell (all shells);Elixir;Erlang;HTML/CSS;JavaScript;Ruby;SQL;TypeScript
37144,Java;JavaScript;TypeScript
37145,Java;JavaScript;Kotlin;Lua;Python;Rust
37146,Bash/Shell (all shells);Dart;Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
37147,C++;Python
37148,Bash/Shell (all shells);Go;HTML/CSS;Java;PowerShell;Python;SQL
37149,HTML/CSS;JavaScript;Python
37150,Python;SQL
37151,Bash/Shell (all shells);C;C#;C++;Java;JavaScript;Lua;MATLAB;Python;R;SQL;TypeScript
37152,Lisp;Python;R
37153,C++;HTML/CSS;Java;JavaScript;PowerShell;Visual Basic (.Net)
37154,JavaScript;SQL;TypeScript
37155,C#;HTML/CSS;Java;JavaScript;SQL;Visual Basic (.Net)
37156,Bash/Shell (all shells);MATLAB;Python
37157,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;PowerShell;Ruby;Rust;SQL;TypeScript
37158,Python;R;SQL
37159,Bash/Shell (all shells);Dart;Haskell;HTML/CSS;SQL;Swift;TypeScript
37160,C;Dart;Elixir;HTML/CSS;JavaScript;Kotlin;Python;Rust;SQL;TypeScript
37161,PHP;SQL;TypeScript
37162,Bash/Shell (all shells);Crystal;HTML/CSS;JavaScript;MATLAB;PHP;PowerShell;Python;R;SQL;TypeScript
37163,C++;HTML/CSS;JavaScript;Python
37164,Kotlin;Rust;SQL;TypeScript
37165,JavaScript;PowerShell;Python;Rust;SQL;TypeScript
37166,Bash/Shell (all shells);C#;Go;JavaScript;Lua;Python;SQL;TypeScript
37167,C;GDScript;HTML/CSS;JavaScript;Python
37168,Bash/Shell (all shells);C;Elixir;HTML/CSS;JavaScript;Kotlin;Perl;Python;R;Ruby;SQL
37169,Java;JavaScript
37170,C#;JavaScript;SQL
37171,HTML/CSS;JavaScript;PHP;SQL
37172,C#;Python;SQL;VBA
37173,Bash/Shell (all shells);C++;Python;SQL
37174,C#;SQL
37175,Java;Kotlin;SQL
37176,HTML/CSS;JavaScript
37177,Dart;GDScript;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;Swift;TypeScript;Zig
37178,NA
37179,JavaScript;Lua;Python
37180,Python;SQL
37181,C;HTML/CSS;JavaScript;PHP;TypeScript
37182,C;C++;Lua;Python;TypeScript
37183,Clojure;JavaScript;PHP;Python
37184,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;Python;TypeScript
37185,C++;Dart;Go;Java;JavaScript;PHP;Python;SQL
37186,Elixir;HTML/CSS;JavaScript;PHP;TypeScript
37187,Bash/Shell (all shells);C;Groovy;Julia;MATLAB;Python
37188,Julia
37189,C++
37190,Java;JavaScript;PowerShell;SQL;TypeScript
37191,C;C#;C++;HTML/CSS;Java;JavaScript;MATLAB;PHP;Python;R;SQL;TypeScript
37192,C#;HTML/CSS
37193,Crystal;Lisp
37194,C;Go;HTML/CSS;JavaScript;Zig
37195,C++;HTML/CSS;JavaScript;TypeScript
37196,C++;GDScript;HTML/CSS;JavaScript;Python
37197,C;Delphi;HTML/CSS;Java;Python;SQL
37198,C;C++;Ruby;SQL
37199,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL
37200,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;MATLAB;PHP;PowerShell;Python;Solidity;TypeScript
37201,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Python;TypeScript
37202,JavaScript;Python;Ruby
37203,Dart;HTML/CSS;JavaScript;PHP;SQL;TypeScript
37204,Swift
37205,JavaScript
37206,C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL
37207,HTML/CSS;Java;SQL
37208,JavaScript;Python;TypeScript
37209,Java;Python;Scala
37210,C#;C++;HTML/CSS;SQL
37211,C;Fortran;Python;R
37212,Java;JavaScript;SQL;TypeScript
37213,Java;Python;TypeScript
37214,Bash/Shell (all shells);Java;JavaScript
37215,Bash/Shell (all shells);C;C++;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;Solidity;SQL
37216,HTML/CSS;JavaScript;PHP;TypeScript
37217,Java;JavaScript;Python;SQL;TypeScript
37218,Java;Kotlin;Python;R;Swift
37219,Python;R
37220,Python
37221,Java
37222,C#;Haskell;HTML/CSS;JavaScript;Lua;Rust;TypeScript;Zig
37223,Bash/Shell (all shells);HTML/CSS;JavaScript
37224,C++
37225,Delphi;SQL;Swift
37226,Bash/Shell (all shells);Go;HTML/CSS;PowerShell;Python;Ruby;SQL;TypeScript;VBA
37227,Ruby;Swift
37228,Go
37229,HTML/CSS;Java;JavaScript;PHP
37230,Go;HTML/CSS;JavaScript;Ruby;SQL;TypeScript
37231,Dart;HTML/CSS;JavaScript;Ruby;SQL;TypeScript
37232,HTML/CSS;JavaScript;SQL;TypeScript;Visual Basic (.Net)
37233,C++;Java;JavaScript;SQL
37234,C;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
37235,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;Python;Rust;SQL;TypeScript
37236,HTML/CSS;JavaScript;PHP
37237,C;C++;JavaScript;TypeScript
37238,Java;Kotlin;SQL
37239,C;HTML/CSS;Java;JavaScript;MATLAB;Python;SQL
37240,Bash/Shell (all shells);C;Go;Java;PowerShell;Python
37241,Bash/Shell (all shells);C;C++;Haskell;HTML/CSS;JavaScript;Kotlin;Objective-C;Python;Rust;SQL;Swift;TypeScript
37242,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
37243,Rust
37244,C;C#;C++;Python;SQL;TypeScript
37245,Bash/Shell (all shells);C;C++;Groovy;Java;JavaScript;Kotlin;Objective-C;Swift;TypeScript
37246,Bash/Shell (all shells);C;Go;JavaScript;PowerShell;Python;Rust;TypeScript
37247,Bash/Shell (all shells);GDScript;HTML/CSS;JavaScript;Lua;PowerShell;Python;SQL
37248,Bash/Shell (all shells);C;C++;Java;Python
37249,C++;HTML/CSS;JavaScript;Kotlin;Python;TypeScript
37250,HTML/CSS;JavaScript;TypeScript
37251,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript
37252,HTML/CSS;JavaScript;Python;SQL;TypeScript
37253,C;Zig
37254,C;C++;Rust
37255,Bash/Shell (all shells);C;C++;PowerShell
37256,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;SQL
37257,C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PHP;PowerShell;Python;Solidity;SQL;Swift;TypeScript;Visual Basic (.Net)
37258,HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript
37259,C;C#;C++;Go;HTML/CSS;Java;JavaScript;PowerShell;R;SQL;TypeScript
37260,Go;JavaScript;Lua;SQL;TypeScript
37261,Bash/Shell (all shells);C;C++;JavaScript;TypeScript
37262,C++;HTML/CSS;Java;Perl;PHP;PowerShell;Python
37263,C;C++;HTML/CSS;JavaScript;PHP;SQL;TypeScript
37264,Dart;HTML/CSS;Java;JavaScript;Lua;Swift;TypeScript
37265,C;C#;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
37266,Go;HTML/CSS;JavaScript;Python;SQL
37267,Assembly;Bash/Shell (all shells);C;C++;Lua;Python
37268,Dart;Kotlin;Swift
37269,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;MATLAB;PHP;Python;SQL
37270,C;Python;Rust
37271,HTML/CSS;JavaScript;TypeScript
37272,C#
37273,GDScript;HTML/CSS;JavaScript;Python
37274,Bash/Shell (all shells);Python
37275,NA
37276,Bash/Shell (all shells);Python;SQL
37277,Bash/Shell (all shells);C#;PowerShell;SQL
37278,Bash/Shell (all shells);Go;JavaScript;TypeScript
37279,C++;HTML/CSS;JavaScript;SQL;TypeScript
37280,C#;HTML/CSS;JavaScript;TypeScript
37281,HTML/CSS;JavaScript;R;SQL
37282,HTML/CSS;JavaScript;TypeScript
37283,Java;Kotlin
37284,Dart;HTML/CSS;JavaScript;SQL;TypeScript
37285,C;C++;Julia;MATLAB;Python
37286,HTML/CSS;JavaScript;TypeScript
37287,Prolog
37288,C++;Kotlin;PowerShell;Python
37289,Bash/Shell (all shells);Groovy;Java;Python
37290,C;C++;Java;Python;R;SQL
37291,Bash/Shell (all shells);C++;Python
37292,C++;Java;Zephyr
37293,Bash/Shell (all shells);C#;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python
37294,C++
37295,Bash/Shell (all shells);HTML/CSS;JavaScript;Rust;SQL;TypeScript
37296,PHP;Python
37297,Apex;Assembly;C;C#;C++;Go;HTML/CSS;Java;JavaScript;Julia;Kotlin;Lua;Python;R;Rust;SQL;TypeScript
37298,C++;Dart;Kotlin;Lua;PHP;Python;Rust;Swift
37299,Bash/Shell (all shells);C++;Python;Rust
37300,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript
37301,Apex;C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript
37302,Assembly;C;C#;C++;Delphi;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA
37303,C#;HTML/CSS;JavaScript;TypeScript
37304,Bash/Shell (all shells);Go;Groovy;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
37305,NA
37306,HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript
37307,Dart;JavaScript;Python
37308,Dart;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript
37309,Java;SQL
37310,HTML/CSS;JavaScript;PHP;SQL;TypeScript
37311,C#;C++;Cobol;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;Visual Basic (.Net)
37312,Delphi;HTML/CSS;JavaScript;PHP;SQL
37313,Bash/Shell (all shells);Dart;Java;PowerShell;Python;TypeScript
37314,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;Scala;SQL
37315,Apex;HTML/CSS;SQL
37316,Bash/Shell (all shells);PHP;SQL
37317,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;TypeScript
37318,C#;C++;Java;Python;Visual Basic (.Net)
37319,C#;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL
37320,Java
37321,Go;Java;PHP;Python;SQL
37322,Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL
37323,Dart
37324,C#;C++;JavaScript;Python
37325,C#;Objective-C;Swift
37326,Dart;JavaScript;Python
37327,C;C++;Python
37328,Dart;Java;Kotlin;SQL
37329,Assembly;HTML/CSS;JavaScript
37330,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL
37331,Python;Rust
37332,C++;Python
37333,HTML/CSS;JavaScript;Lua;Python;SQL
37334,Java;JavaScript;Kotlin;SQL;TypeScript
37335,C#;HTML/CSS;JavaScript;Lua;MicroPython;PHP;Python;SQL;TypeScript
37336,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;SQL
37337,C;C#;C++;HTML/CSS;Java;JavaScript;Python;TypeScript
37338,Bash/Shell (all shells);C;C++;HTML/CSS;MATLAB;Python
37339,C++;Java
37340,Bash/Shell (all shells);Groovy;Java;JavaScript;Kotlin;Objective-C;PowerShell;Swift
37341,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
37342,C#;HTML/CSS;JavaScript;SQL;TypeScript
37343,Python
37344,C;C#
37345,Bash/Shell (all shells);Go;HTML/CSS;Java;Lua;Python;TypeScript
37346,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript
37347,Go;SQL
37348,C;C++;HTML/CSS;JavaScript;Python;TypeScript
37349,Bash/Shell (all shells);C;C#;C++;Go;JavaScript;Python
37350,Go;Rust;SQL;TypeScript
37351,Bash/Shell (all shells);C++;Python;R
37352,C#;JavaScript;PowerShell;TypeScript
37353,HTML/CSS;Java;JavaScript;Lua;Python;VBA
37354,Bash/Shell (all shells);HTML/CSS;JavaScript;Julia;PowerShell;Python;TypeScript
37355,Python
37356,C#;JavaScript
37357,Bash/Shell (all shells);Julia;Python;R;SQL
37358,C++;Python
37359,JavaScript;TypeScript
37360,HTML/CSS;Python
37361,Bash/Shell (all shells);C;Java;Python
37362,HTML/CSS;Java;JavaScript;PHP;TypeScript
37363,HTML/CSS;JavaScript;Lua;Python;SQL;TypeScript
37364,Java;SQL
37365,Bash/Shell (all shells);GDScript;Java;Kotlin;Python
37366,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Lua;Perl;PowerShell;Python;Rust;TypeScript
37367,HTML/CSS;JavaScript
37368,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;MATLAB;Python;SQL
37369,HTML/CSS;Java;JavaScript;PHP;SQL;Zig
37370,Dart;JavaScript;Python;TypeScript
37371,Go;Python
37372,Python
37373,Bash/Shell (all shells);C;Delphi;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL
37374,C++;JavaScript;Python;Rust;Solidity
37375,Bash/Shell (all shells);HTML/CSS;Java;TypeScript
37376,Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript;VBA;Visual Basic (.Net)
37377,Bash/Shell (all shells);C;GDScript;HTML/CSS;Lua;Python;SQL
37378,HTML/CSS;JavaScript
37379,Go
37380,HTML/CSS;JavaScript;PHP;TypeScript
37381,HTML/CSS;JavaScript;SQL;TypeScript
37382,HTML/CSS;JavaScript;TypeScript
37383,Apex;Python
37384,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript
37385,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;Swift;Visual Basic (.Net)
37386,Bash/Shell (all shells);C;Python
37387,C;C++;Cobol;Fortran;HTML/CSS
37388,Groovy;HTML/CSS;Java;JavaScript;SQL
37389,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript
37390,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript
37391,C;HTML/CSS;Java;JavaScript;Python;Solidity;SQL;TypeScript
37392,Java;SQL
37393,Bash/Shell (all shells);C;C++;Java
37394,C++;HTML/CSS;MATLAB;Python;Rust
37395,Bash/Shell (all shells);C++;Elixir;HTML/CSS;Java;PHP;Ruby;SQL;TypeScript
37396,Bash/Shell (all shells);Java;JavaScript;Lua;PHP;Rust;SQL;TypeScript
37397,C#;HTML/CSS;JavaScript
37398,Ada;Bash/Shell (all shells);Crystal;Go;Groovy;JavaScript;OCaml;Rust;Solidity;SQL;Swift;TypeScript;Zig
37399,C++;Kotlin;Python;R;Rust;Swift;TypeScript
37400,Bash/Shell (all shells);C;C#;Go;HTML/CSS;Java;JavaScript;MATLAB;Perl;PHP;Python;Ruby;SQL;TypeScript;Visual Basic (.Net)
37401,C#;C++
37402,Bash/Shell (all shells);C;HTML/CSS;Python;SQL;TypeScript
37403,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;Python;TypeScript
37404,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
37405,C;C++;HTML/CSS;Lua;Python;Rust;TypeScript
37406,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
37407,PowerShell;Python;SQL
37408,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;R;Scala;SQL;TypeScript
37409,C;Java;Kotlin;SQL
37410,C#;HTML/CSS;JavaScript;SQL;TypeScript
37411,Bash/Shell (all shells);C;Java;Lisp;MATLAB;Python;Rust
37412,C++;Java;Python
37413,Bash/Shell (all shells);Python
37414,C#;HTML/CSS;JavaScript;Python;SQL;VBA;Visual Basic (.Net)
37415,C#;Python;TypeScript
37416,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript
37417,C;C++;Dart;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL
37418,HTML/CSS;JavaScript;PHP;SQL
37419,Bash/Shell (all shells);C;HTML/CSS;PowerShell;Python;SQL
37420,HTML/CSS;Java;JavaScript;Lua;PHP;Python;SQL
37421,C#
37422,C#;GDScript;HTML/CSS;JavaScript;Python;SQL
37423,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;TypeScript
37424,Bash/Shell (all shells);C;C++;HTML/CSS;PHP;R;SQL
37425,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;TypeScript;VBA
37426,Python;SQL
37427,HTML/CSS;JavaScript;PHP;SQL
37428,Bash/Shell (all shells);C#;C++;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lua;PHP;PowerShell;Python;SQL;TypeScript
37429,C;C++;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript
37430,Bash/Shell (all shells);C#;Go;JavaScript;PHP;Python;Rust;SQL;TypeScript
37431,Java;JavaScript;SQL
37432,Bash/Shell (all shells);C#;Java;PowerShell;SQL
37433,C#;Go;JavaScript;Python;Rust;Solidity;SQL;TypeScript
37434,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Lua;PowerShell;Python;SQL
37435,NA
37436,Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Python;Rust;SQL;Swift;TypeScript
37437,Bash/Shell (all shells);Dart;GDScript;Go;Lua;Python;SQL;TypeScript
37438,Python;Swift
37439,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;TypeScript
37440,C#;Python;VBA;Visual Basic (.Net)
37441,C;Java;JavaScript;PHP;Python
37442,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript
37443,C#;Groovy;Java;JavaScript;Python;SQL
37444,C++;Java;MATLAB;Python;SQL
37445,C#;JavaScript;TypeScript
37446,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript
37447,C#
37448,Assembly;C;C++
37449,Clojure
37450,C++;Python
37451,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;TypeScript
37452,C;C#;Java;SQL
37453,Java;Python;SQL
37454,SQL
37455,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;TypeScript
37456,Bash/Shell (all shells);JavaScript;Python;Rust;SQL;TypeScript
37457,JavaScript;TypeScript
37458,C#;SQL
37459,JavaScript;Python;SQL
37460,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript
37461,HTML/CSS;Python;R;SQL
37462,C;JavaScript;SQL
37463,Python
37464,Java;JavaScript
37465,C#;HTML/CSS;JavaScript;SQL;TypeScript;Visual Basic (.Net)
37466,C;HTML/CSS;Java;JavaScript;Kotlin;Python
37467,Dart;JavaScript;PHP
37468,TypeScript
